kalibracja_20_96_5_uW_1.ptu	 	 	kalibracja_20_96_5_uW_2.ptu	 	 	kalibracja_20_96_5_uW_3.ptu	 	 	kalibracja_20_96_5_uW_4.ptu	 	 	kalibracja_20_96_5_uW_5.ptu	 	 	kalibracja_20_96_5_uW_6.ptu	 	 	kalibracja_20_96_5_uW_7.ptu	 	 	kalibracja_20_96_5_uW_8.ptu	 	 	kalibracja_20_96_5_uW_9.ptu	 	 	kalibracja_20_96_5_uW_10.ptu	 	 
Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []
0.0009249963000148	1.29185748981193	0.233865835536801	0.0009249963000148	1.3674076720008	0.197755337828998	0.0009249963000148	1.72468917316595	0.44934834256754	0.0009249963000148	1.21660652367186	0.288941661270847	0.0009249963000148	1.81213479932535	0.381007170761622	0.0009249963000148	1.37518653152518	0.37155112805518	0.0009249963000148	1.80372904310926	0.370286683472654	0.0009249963000148	1.16878360488354	0.43963404483974	0.0009249963000148	1.16356943865795	0.337666461255383	0.0009249963000148	2.17385494431175	0.53213597116048
0.0009749961000156	2.16146330968069	0.453920259879676	0.0009749961000156	1.54100446170199	0.382679737632169	0.0009749961000156	2.23012259744339	0.568573933621517	0.0009749961000156	1.39754766309403	0.406125386565123	0.0009749961000156	2.0339374029172	0.446595425119439	0.0009749961000156	1.99651407086211	0.538230188259027	0.0009749961000156	1.39620277159989	0.375618994185291	0.0009749961000156	2.0453443638564	0.545136751346247	0.0009749961000156	1.28757657445186	0.452111733362041	0.0009749961000156	2.04728417806261	0.341754164705677
0.0010249959000164	1.609981648944	0.274540851312239	0.0010249959000164	0.985662429638006	0.255774034289351	0.0010249959000164	1.41852724708579	0.383525925292229	0.0010249959000164	1.4615835023948	0.43245701065361	0.0010249959000164	1.15580649770217	0.166464605305539	0.0010249959000164	1.99027144798716	0.452566856095891	0.0010249959000164	1.62436028836498	0.458032064858279	0.0010249959000164	2.59572819903851	0.347206041635466	0.0010249959000164	2.18184017907501	0.547495342246498	0.0010249959000164	1.92312840223198	0.502091145048337
0.0010749957000172	1.12255858180856	0.264875234101891	0.0010749957000172	1.8458784394163	0.26814270472168	0.0010749957000172	1.65796514239659	0.532270278706978	0.0010749957000172	1.44605113093299	0.320917258269556	0.0010749957000172	1.73815307742754	0.447229478856237	0.0010749957000172	2.00729818549919	0.389259063137456	0.0010749957000172	1.87689324528854	0.439840581624623	0.0010749957000172	2.20895860083006	0.365906622872303	0.0010749957000172	2.4512772674984	0.379247850207235	0.0010749957000172	1.765808669182	0.382852731766508
0.001124995500018	1.64900864897654	0.437214973265628	0.001124995500018	1.40705037523863	0.449156865547019	0.001124995500018	2.05658077837324	0.404080593918292	0.001124995500018	1.18299848663958	0.319493210534207	0.001124995500018	2.24487157360374	0.413573386883831	0.001124995500018	1.48988354320864	0.197017923029213	0.001124995500018	1.37100569321148	0.332104734684653	0.001124995500018	2.58350351584802	0.568977872104669	0.001124995500018	2.30877201020735	0.555764522493017	0.001124995500018	1.2616852648393	0.274183980026662
0.0011749953000188	1.84675889838963	0.191327625546872	0.0011749953000188	1.09094772598061	0.273808919181651	0.0011749953000188	1.23910873274044	0.330080601017499	0.0011749953000188	1.72684250569464	0.306230301498624	0.0011749953000188	2.84082173164974	0.475279204333569	0.0011749953000188	0.867769271798772	0.40994342480955	0.0011749953000188	1.52592052373481	0.448428076394685	0.0011749953000188	2.71815156311969	0.647740660144101	0.0011749953000188	1.6439010504002	0.399266672794393	0.0011749953000188	2.25074701662774	0.43391273752911
0.00124999500002	1.56961516661697	0.122145025387491	0.00124999500002	2.02247086929166	0.345615131148019	0.00124999500002	1.49964102168658	0.167125177243507	0.00124999500002	1.54734061787813	0.334344016467771	0.00124999500002	1.72700840093233	0.341613747185756	0.00124999500002	2.14353956238567	0.31952726117921	0.00124999500002	1.50364062951504	0.345374269298663	0.00124999500002	2.08908415820203	0.312472505724105	0.00124999500002	1.46654249189805	0.293342541624145	0.00124999500002	1.49623421966517	0.283488762233869
0.0013499946000216	1.82188315525114	0.239604936881326	0.0013499946000216	1.2095043309797	0.254152259064518	0.0013499946000216	1.57118956725993	0.27925831892281	0.0013499946000216	0.991723137428124	0.234731391115477	0.0013499946000216	1.20057115031028	0.238879807731478	0.0013499946000216	1.35753041622923	0.232663850672809	0.0013499946000216	1.7605239210875	0.354610686560987	0.0013499946000216	1.74597103198547	0.288980877366678	0.0013499946000216	2.01408666391251	0.405115506781754	0.0013499946000216	1.51276566465441	0.288900696147546
0.0014499942000232	1.4029529504036	0.214421226992821	0.0014499942000232	1.26051265257525	0.139257719572332	0.0014499942000232	1.29838567875694	0.225786831853215	0.0014499942000232	1.79680086332982	0.359029069112493	0.0014499942000232	1.94520179463246	0.245805520349766	0.0014499942000232	1.93628555642622	0.264354334503393	0.0014499942000232	1.11617932957053	0.267195296186792	0.0014499942000232	2.02077157408498	0.223923760786015	0.0014499942000232	1.52386927796919	0.213501135997328	0.0014499942000232	1.69031580370011	0.38196747483168
0.0015499938000248	1.60837911008133	0.36852001037851	0.0015499938000248	1.60111662363027	0.153517655961781	0.0015499938000248	1.61055032792207	0.377453621818348	0.0015499938000248	1.06461566829571	0.379688791852674	0.0015499938000248	1.34204174616602	0.102065983928251	0.0015499938000248	1.3588929341799	0.369121241827731	0.0015499938000248	1.64126073040359	0.0821285727406604	0.0015499938000248	1.33431192421388	0.244083499007379	0.0015499938000248	1.32302320891074	0.313514528865831	0.0015499938000248	1.74723813051392	0.36314122196375
0.0016499934000264	1.22262154464876	0.1390285837429	0.0016499934000264	1.21593246889202	0.252867780368011	0.0016499934000264	1.32652548719014	0.19116424013097	0.0016499934000264	1.79019366551216	0.232986417674866	0.0016499934000264	1.31296455352762	0.279387763447995	0.0016499934000264	2.21674500384438	0.267210908132785	0.0016499934000264	1.2315490632216	0.195232183388321	0.0016499934000264	1.84616244232029	0.324605815220154	0.0016499934000264	1.58768135449621	0.28000675579435	0.0016499934000264	1.69760382288162	0.336194879980578
